epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,14561.5,0.24474,0.84565,1.40231,0.93416,0.92035,0.94611,0.48736,0.27619,0.86202,1.52483,3.8125e-05,3.8125e-05,3.8125e-05
127,14683.5,0.26537,0.90121,1.45878,0.92831,0.91683,0.94853,0.47771,0.28065,0.8812,1.54077,3.763e-05,3.763e-05,3.763e-05
128,14805.3,0.2373,0.84035,1.38406,0.96269,0.89381,0.95062,0.4714,0.28011,0.87466,1.53031,3.7135e-05,3.7135e-05,3.7135e-05
129,14907.3,0.27347,0.83756,1.44536,0.95438,0.92569,0.96417,0.47715,0.27784,0.8634,1.52757,3.664e-05,3.664e-05,3.664e-05
130,15017,0.23539,0.84458,1.37902,0.93709,0.9292,0.96571,0.47094,0.27945,0.86311,1.54225,3.6145e-05,3.6145e-05,3.6145e-05
131,15139.5,0.23133,0.84596,1.37166,0.93781,0.93409,0.96524,0.47044,0.27932,0.85389,1.53992,3.565e-05,3.565e-05,3.565e-05
132,15253.7,0.24162,0.82748,1.4049,0.92238,0.9465,0.97563,0.47701,0.28231,0.83369,1.54525,3.5155e-05,3.5155e-05,3.5155e-05
133,15375.8,0.23471,0.84041,1.3895,0.93737,0.9271,0.96652,0.47414,0.28557,0.85665,1.55109,3.466e-05,3.466e-05,3.466e-05
134,15497.8,0.23816,0.83032,1.38753,0.9374,0.92761,0.942,0.46597,0.2828,0.84097,1.53826,3.4165e-05,3.4165e-05,3.4165e-05
135,15604.4,0.24326,0.83404,1.37278,0.94017,0.9292,0.95428,0.46901,0.28163,0.85141,1.54036,3.367e-05,3.367e-05,3.367e-05
136,15715.1,0.22306,0.81561,1.33947,0.95446,0.9273,0.95118,0.48079,0.28067,0.85833,1.54094,3.3175e-05,3.3175e-05,3.3175e-05
137,15832,0.23268,0.82493,1.38931,0.94681,0.94526,0.96805,0.47838,0.2796,0.84899,1.54119,3.268e-05,3.268e-05,3.268e-05
138,15945.4,0.22529,0.81509,1.33844,0.94015,0.93805,0.9683,0.48684,0.27742,0.82828,1.53175,3.2185e-05,3.2185e-05,3.2185e-05
139,16067.6,0.23436,0.81659,1.36011,0.95463,0.93105,0.9703,0.48648,0.27447,0.83535,1.51462,3.169e-05,3.169e-05,3.169e-05
140,16189.5,0.22279,0.79414,1.32957,0.94609,0.93184,0.9646,0.48751,0.27559,0.82763,1.52082,3.1195e-05,3.1195e-05,3.1195e-05
141,16301.6,0.23434,0.81096,1.37655,0.95284,0.92035,0.97015,0.48568,0.28048,0.83451,1.5346,3.07e-05,3.07e-05,3.07e-05
